"CustomID","OBJECTID","Shape","DEPCODE","Country","State","County","City","Cases"
"27Bayport",582,"Point",27,"USA","Florida","Hernando","Bayport","0"
"27Berkeley",590,"Point",27,"USA","Florida","Hernando","Berkeley","0"
"27Brookridge",578,"Point",27,"USA","Florida","Hernando","Brookridge","0"
"27Brooksville",119,"Point",27,"USA","Florida","Hernando","Brooksville","379"
"27Hernando Beach",130,"Point",27,"USA","Florida","Hernando","Hernando Beach","3"
"27Istachatta",559,"Point",27,"USA","Florida","Hernando","Istachatta","0"
"27Masaryktown",595,"Point",27,"USA","Florida","Hernando","Masaryktown","0"
"27Nobleton",1477,"Point",27,"USA","Florida","Hernando","Nobleton","4"
"27North Brooksville",573,"Point",27,"USA","Florida","Hernando","North Brooksville","0"
"27Powell",586,"Point",27,"USA","Florida","Hernando","Powell","0"
"27Rerdell",568,"Point",27,"USA","Florida","Hernando","Rerdell","0"
"27Ridge Manor",120,"Point",27,"USA","Florida","Hernando","Ridge Manor","0"
"27South Brooksville",580,"Point",27,"USA","Florida","Hernando","South Brooksville","0"
"27Spring Hill",142,"Point",27,"USA","Florida","Hernando","Spring Hill","666"
"27Timber Pines",596,"Point",27,"USA","Florida","Hernando","Timber Pines","0"
"27Weeki Wachee",123,"Point",27,"USA","Florida","Hernando","Weeki Wachee","42"
"27Weeki Wachee Acres",594,"Point",27,"USA","Florida","Hernando","Weeki Wachee Acres","0"
"27Weeki Wachee Gardens",587,"Point",27,"USA","Florida","Hernando","Weeki Wachee Gardens","0"
"28Avon Park",299,"Point",28,"USA","Florida","Highlands","Avon Park","257"
"28Brighton",789,"Point",28,"USA","Florida","Highlands","Brighton","0"
"28Cornwell",778,"Point",28,"USA","Florida","Highlands","Cornwell","0"
"28De Soto City",777,"Point",28,"USA","Florida","Highlands","De Soto City","0"
"28Fort Basinger",781,"Point",28,"USA","Florida","Highlands","Fort Basinger","0"
"28Lake Adelaide",1685,"Point",28,"USA","Florida","Highlands","Lake Adelaide","0"
"28Lake Placid",327,"Point",28,"USA","Florida","Highlands","Lake Placid","95"
"28Lorida",315,"Point",28,"USA","Florida","Highlands","Lorida","4"
"28Placid Lakes",799,"Point",28,"USA","Florida","Highlands","Placid Lakes","0"
"28Plains",775,"Point",28,"USA","Florida","Highlands","Plains","0"
"28Sebring",311,"Point",28,"USA","Florida","Highlands","Sebring","331"
"28Venus",345,"Point",28,"USA","Florida","Highlands","Venus","6"
"29Antioch",1506,"Point",29,"USA","Florida","Hillsborough","Antioch","0"
"29Apollo Beach",294,"Point",29,"USA","Florida","Hillsborough","Apollo Beach","196"
"29Balm",1479,"Point",29,"USA","Florida","Hillsborough","Balm","8"
"29Bloomingdale",747,"Point",29,"USA","Florida","Hillsborough","Bloomingdale","0"
"29Boyette",755,"Point",29,"USA","Florida","Hillsborough","Boyette","0"
"29Brandon",278,"Point",29,"USA","Florida","Hillsborough","Brandon","1654"
"29Carrollwood",174,"Point",29,"USA","Florida","Hillsborough","Carrollwood","13"
"29Carrollwood Village",630,"Point",29,"USA","Florida","Hillsborough","Carrollwood Village","0"
"29Cheval",1491,"Point",29,"USA","Florida","Hillsborough","Cheval","0"
"29Citrus Park",1489,"Point",29,"USA","Florida","Hillsborough","Citrus Park","0"
"29Clair-Mel City",1508,"Point",29,"USA","Florida","Hillsborough","Clair-Mel City","0"
"29Del Rio",632,"Point",29,"USA","Florida","Hillsborough","Del Rio","0"
"29Dover",175,"Point",29,"USA","Florida","Hillsborough","Dover","287"
"29Durant",1482,"Point",29,"USA","Florida","Hillsborough","Durant","2"
"29Egypt Lake",735,"Point",29,"USA","Florida","Hillsborough","Egypt Lake","0"
"29Fish Hawk",1480,"Point",29,"USA","Florida","Hillsborough","Fish Hawk","0"
"29Gibsonton",287,"Point",29,"USA","Florida","Hillsborough","Gibsonton","272"
"29Harney",1504,"Point",29,"USA","Florida","Hillsborough","Harney","0"
"29Hopewell",1483,"Point",29,"USA","Florida","Hillsborough","Hopewell","0"
"29Keystone",1488,"Point",29,"USA","Florida","Hillsborough","Keystone","0"
"29Keysville",745,"Point",29,"USA","Florida","Hillsborough","Keysville","0"
"29Knights",618,"Point",29,"USA","Florida","Hillsborough","Knights","0"
"29Lake Magdalene",627,"Point",29,"USA","Florida","Hillsborough","Lake Magdalene","0"
"29Lithia",1478,"Point",29,"USA","Florida","Hillsborough","Lithia","196"
"29Lutz",157,"Point",29,"USA","Florida","Hillsborough","Lutz","627"
"29Mango",272,"Point",29,"USA","Florida","Hillsborough","Mango","4"
"29Northdale",1490,"Point",29,"USA","Florida","Hillsborough","Northdale","4"
"29Odessa",1492,"Point",29,"USA","Florida","Hillsborough","Odessa","282"
"29Orient Park",739,"Point",29,"USA","Florida","Hillsborough","Orient Park","0"
"29Palm River",743,"Point",29,"USA","Florida","Hillsborough","Palm River","0"
"29Palma Ceia",1498,"Point",29,"USA","Florida","Hillsborough","Palma Ceia","1"
"29Pinecrest",1485,"Point",29,"USA","Florida","Hillsborough","Pinecrest","0"
"29Plant City",169,"Point",29,"USA","Florida","Hillsborough","Plant City","1334"
"29Pleasent Grove",1481,"Point",29,"USA","Florida","Hillsborough","Pleasent Grove","0"
"29Progress Village",1507,"Point",29,"USA","Florida","Hillsborough","Progress Village","0"
"29Rattlesnake",1499,"Point",29,"USA","Florida","Hillsborough","Rattlesnake","0"
"29Riverview",284,"Point",29,"USA","Florida","Hillsborough","Riverview","1427"
"29Ruskin",306,"Point",29,"USA","Florida","Hillsborough","Ruskin","667"
"29Seffner",180,"Point",29,"USA","Florida","Hillsborough","Seffner","383"
"29Shilow",1505,"Point",29,"USA","Florida","Hillsborough","Shilow","0"
"29Sulphur Springs",1503,"Point",29,"USA","Florida","Hillsborough","Sulphur Springs","0"
"29Sun City",312,"Point",29,"USA","Florida","Hillsborough","Sun City","8"
"29Sun City Center",304,"Point",29,"USA","Florida","Hillsborough","Sun City Center","177"
"29Sydney",1493,"Point",29,"USA","Florida","Hillsborough","Sydney","6"
"29Tampa",279,"Point",29,"USA","Florida","Hillsborough","Tampa","14459"
"29Tampa Palms",1495,"Point",29,"USA","Florida","Hillsborough","Tampa Palms","1"
"29Temple Terrace",173,"Point",29,"USA","Florida","Hillsborough","Temple Terrace","16"
"29Thonotosassa",168,"Point",29,"USA","Florida","Hillsborough","Thonotosassa","114"
"29Town N Country",757,"Point",29,"USA","Florida","Hillsborough","Town N Country","1"
"29Trapnell",1494,"Point",29,"USA","Florida","Hillsborough","Trapnell","0"
"29University",1497,"Point",29,"USA","Florida","Hillsborough","University","0"
"29University of South Florida",1496,"Point",29,"USA","Florida","Hillsborough","University of South Florida","0"
"29University of Tampa",1500,"Point",29,"USA","Florida","Hillsborough","University of Tampa","0"
"29Valrico",1484,"Point",29,"USA","Florida","Hillsborough","Valrico","607"
"29Welcome",1486,"Point",29,"USA","Florida","Hillsborough","Welcome","0"
"29West Park",269,"Point",29,"USA","Florida","Hillsborough","West Park","0"
"29West Tampa",1502,"Point",29,"USA","Florida","Hillsborough","West Tampa","0"
"29Westchase",1487,"Point",29,"USA","Florida","Hillsborough","Westchase","3"
"29Wimauma",302,"Point",29,"USA","Florida","Hillsborough","Wimauma","538"
"29Ybor City",1501,"Point",29,"USA","Florida","Hillsborough","Ybor City","4"
"2Glen Saint Mary",402,"Point",2,"USA","Florida","Baker","Glen Saint Mary","36"
"2Macclenny",400,"Point",2,"USA","Florida","Baker","Macclenny","143"
"2Olustee",879,"Point",2,"USA","Florida","Baker","Olustee","1"
"2Sanderson",412,"Point",2,"USA","Florida","Baker","Sanderson","28"
"2Taylor",851,"Point",2,"USA","Florida","Baker","Taylor","0"
"30Bethlehem",1513,"Point",30,"USA","Florida","Holmes","Bethlehem","0"
"30Bonifay",991,"Point",30,"USA","Florida","Holmes","Bonifay","252"
"30Cerrogordo",1519,"Point",30,"USA","Florida","Holmes","Cerrogordo","0"
"30Cobb Cross Roads",1512,"Point",30,"USA","Florida","Holmes","Cobb Cross Roads","0"
"30Collins Mill",1511,"Point",30,"USA","Florida","Holmes","Collins Mill","0"
"30Esto",1509,"Point",30,"USA","Florida","Holmes","Esto","0"
"30Gritney",1516,"Point",30,"USA","Florida","Holmes","Gritney","0"
"30Hoover Mill",1517,"Point",30,"USA","Florida","Holmes","Hoover Mill","0"
"30Leonia",1518,"Point",30,"USA","Florida","Holmes","Leonia","0"
"30New Hope",1514,"Point",30,"USA","Florida","Holmes","New Hope","0"
"30Noma",1510,"Point",30,"USA","Florida","Holmes","Noma","0"
"30Pittman",1515,"Point",30,"USA","Florida","Holmes","Pittman","0"
"30Ponce de Leon",1188,"Point",30,"USA","Florida","Holmes","Ponce de Leon","0"
"30Westville",1186,"Point",30,"USA","Florida","Holmes","Westville","11"
"31Fellsmere",163,"Point",31,"USA","Florida","Indian River","Fellsmere","294"
"31Florida Ridge",744,"Point",31,"USA","Florida","Indian River","Florida Ridge","0"
"31Gifford",625,"Point",31,"USA","Florida","Indian River","Gifford","0"
"31Indian River Shores",622,"Point",31,"USA","Florida","Indian River","Indian River Shores","1"
"31Orchid",615,"Point",31,"USA","Florida","Indian River","Orchid","0"
"31Oslo",740,"Point",31,"USA","Florida","Indian River","Oslo","0"
"31Roseland",608,"Point",31,"USA","Florida","Indian River","Roseland","1"
"31Sebastian",153,"Point",31,"USA","Florida","Indian River","Sebastian","159"
"31South Beach",738,"Point",31,"USA","Florida","Indian River","South Beach","0"
"31Vero Beach",178,"Point",31,"USA","Florida","Indian River","Vero Beach","1041"
"31Wabasso",160,"Point",31,"USA","Florida","Indian River","Wabasso","6"
"31Winter Beach",623,"Point",31,"USA","Florida","Indian River","Winter Beach","0"
"32Alford",420,"Point",32,"USA","Florida","Jackson","Alford","19"
"32Alliance",887,"Point",32,"USA","Florida","Jackson","Alliance","0"
"32Bascom",391,"Point",32,"USA","Florida","Jackson","Bascom","10"
"32Campbellton",396,"Point",32,"USA","Florida","Jackson","Campbellton","7"
"32Chattahoochee",1522,"Point",32,"USA","Florida","Jackson","Chattahoochee","0"
"32Chipola Terrace",1521,"Point",32,"USA","Florida","Jackson","Chipola Terrace","0"
"32Compass Lake",901,"Point",32,"USA","Florida","Jackson","Compass Lake","0"
"32Cottondale",403,"Point",32,"USA","Florida","Jackson","Cottondale","39"
"32Cypress",867,"Point",32,"USA","Florida","Jackson","Cypress","1"
"32Dellwood",855,"Point",32,"USA","Florida","Jackson","Dellwood","0"
"32Graceville",397,"Point",32,"USA","Florida","Jackson","Graceville","61"
"32Grand Ridge",414,"Point",32,"USA","Florida","Jackson","Grand Ridge","28"
"32Greenwood",1520,"Point",32,"USA","Florida","Jackson","Greenwood","44"
"32Jacob City",853,"Point",32,"USA","Florida","Jackson","Jacob City","0"
"32Malone",387,"Point",32,"USA","Florida","Jackson","Malone","18"
"32Marianna",404,"Point",32,"USA","Florida","Jackson","Marianna","323"
"32Oakdale",869,"Point",32,"USA","Florida","Jackson","Oakdale","0"
"32Rock Creek",1523,"Point",32,"USA","Florida","Jackson","Rock Creek","0"
"32Round Lake",889,"Point",32,"USA","Florida","Jackson","Round Lake","0"
"32Sink Creek",886,"Point",32,"USA","Florida","Jackson","Sink Creek","0"
"32Sneads",408,"Point",32,"USA","Florida","Jackson","Sneads","192"
"33Ashville",854,"Point",33,"USA","Florida","Jefferson","Ashville","0"
"33Capps",891,"Point",33,"USA","Florida","Jefferson","Capps","0"
"33Drifton",875,"Point",33,"USA","Florida","Jefferson","Drifton","0"
"33Lamont",427,"Point",33,"USA","Florida","Jefferson","Lamont","11"
"33Monticello",409,"Point",33,"USA","Florida","Jefferson","Monticello","83"
"33Wacissa",903,"Point",33,"USA","Florida","Jefferson","Wacissa","0"
"33Waukeenah",892,"Point",33,"USA","Florida","Jefferson","Waukeenah","0"
"34Alton",925,"Point",34,"USA","Florida","Lafayette","Alton","0"
"34Branford",1524,"Point",34,"USA","Florida","Lafayette","Branford","2"
"34Chancey",1530,"Point",34,"USA","Florida","Lafayette","Chancey","0"
"34Cooks Hammock",724,"Point",34,"USA","Florida","Lafayette","Cooks Hammock","0"
"34Day",906,"Point",34,"USA","Florida","Lafayette","Day","0"
"34Dell",1528,"Point",34,"USA","Florida","Lafayette","Dell","0"
"34Grady",1525,"Point",34,"USA","Florida","Lafayette","Grady","0"
"34Hatchbend",949,"Point",34,"USA","Florida","Lafayette","Hatchbend","0"
"34Mayo",443,"Point",34,"USA","Florida","Lafayette","Mayo","66"
"34Midway",1526,"Point",34,"USA","Florida","Lafayette","Midway","0"
"34Peterson",1527,"Point",34,"USA","Florida","Lafayette","Peterson","0"
"34Townsend",1529,"Point",34,"USA","Florida","Lafayette","Townsend","0"
"35Altoona",36,"Point",35,"USA","Florida","Lake","Altoona","10"
"35Astatula",83,"Point",35,"USA","Florida","Lake","Astatula","19"
"35Astor",22,"Point",35,"USA","Florida","Lake","Astor","18"
"35Astor Park",501,"Point",35,"USA","Florida","Lake","Astor Park","0"
"35Bassville Park",529,"Point",35,"USA","Florida","Lake","Bassville Park","0"
"35Bay Lake",577,"Point",35,"USA","Florida","Lake","Bay Lake","0"
"35Clermont",113,"Point",35,"USA","Florida","Lake","Clermont","848"
"35Crows Bluff",513,"Point",35,"USA","Florida","Lake","Crows Bluff","0"
"35Dublin",1531,"Point",35,"USA","Florida","Lake","Dublin","0"
"35Eustis",48,"Point",35,"USA","Florida","Lake","Eustis","286"
"35Ferndale",553,"Point",35,"USA","Florida","Lake","Ferndale","3"
"35Fruitland Park",20,"Point",35,"USA","Florida","Lake","Fruitland Park","47"
"35Grand Island",53,"Point",35,"USA","Florida","Lake","Grand Island","33"
"35Groveland",117,"Point",35,"USA","Florida","Lake","Groveland","230"
"35Hawthorne",74,"Point",35,"USA","Florida","Lake","Hawthorne","0"
"35Howey-In-The-Hills",543,"Point",35,"USA","Florida","Lake","Howey-In-The-Hills","26"
"35Lady Lake",50,"Point",35,"USA","Florida","Lake","Lady Lake","108"
"35Leesburg",64,"Point",35,"USA","Florida","Lake","Leesburg","472"
"35Mascotte",112,"Point",35,"USA","Florida","Lake","Mascotte","119"
"35Mid Florida Lakes",531,"Point",35,"USA","Florida","Lake","Mid Florida Lakes","0"
"35Minneola",105,"Point",35,"USA","Florida","Lake","Minneola","95"
"35Montverde",98,"Point",35,"USA","Florida","Lake","Montverde","68"
"35Mount Dora",63,"Point",35,"USA","Florida","Lake","Mount Dora","219"
"35Mount Plymouth",528,"Point",35,"USA","Florida","Lake","Mount Plymouth","3"
"35Oakland Park",59,"Point",35,"USA","Florida","Lake","Oakland Park","0"
"35Okahumpka",82,"Point",35,"USA","Florida","Lake","Okahumpka","11"
"35Paisley",32,"Point",35,"USA","Florida","Lake","Paisley","12"
"35Sorrento",1532,"Point",35,"USA","Florida","Lake","Sorrento","89"
"35Sunnyside",540,"Point",35,"USA","Florida","Lake","Sunnyside","0"
"35Tavares",60,"Point",35,"USA","Florida","Lake","Tavares","474"
"35The Villages",1533,"Point",35,"USA","Florida","Lake","The Villages","18"
"35Umatilla",43,"Point",35,"USA","Florida","Lake","Umatilla","52"
"35Yalaha",75,"Point",35,"USA","Florida","Lake","Yalaha","14"
"36Alva",184,"Point",36,"USA","Florida","Lee","Alva","65"
"36Bayshore",650,"Point",36,"USA","Florida","Lee","Bayshore","0"
"36Boca Grande",188,"Point",36,"USA","Florida","Lee","Boca Grande","3"
"36Bokeelia",189,"Point",36,"USA","Florida","Lee","Bokeelia","21"
"36Bonita Springs",229,"Point",36,"USA","Florida","Lee","Bonita Springs","848"
"36Cape Coral",203,"Point",36,"USA","Florida","Lee","Cape Coral","2749"
"36Captiva",212,"Point",36,"USA","Florida","Lee","Captiva","3"
"36Coconut",689,"Point",36,"USA","Florida","Lee","Coconut","0"
"36Cypress Lake",678,"Point",36,"USA","Florida","Lee","Cypress Lake","0"
"36Estero",215,"Point",36,"USA","Florida","Lee","Estero","276"
"36Forest Island Park",685,"Point",36,"USA","Florida","Lee","Forest Island Park","0"
"36Fort Myers",195,"Point",36,"USA","Florida","Lee","Fort Myers","5301"
"36Fort Myers Beach",219,"Point",36,"USA","Florida","Lee","Fort Myers Beach","57"
"36Fort Myers Shores",649,"Point",36,"USA","Florida","Lee","Fort Myers Shores","0"
"36Fort Myers Villas",674,"Point",36,"USA","Florida","Lee","Fort Myers Villas","0"
"36Iona",680,"Point",36,"USA","Florida","Lee","Iona","0"
"36Lehigh",1534,"Point",36,"USA","Florida","Lee","Lehigh","4"
"36Lehigh Acres",192,"Point",36,"USA","Florida","Lee","Lehigh Acres","2480"
"36Lochmoor Waterway Estates",665,"Point",36,"USA","Florida","Lee","Lochmoor Waterway Estates","0"
"36Matlacha",198,"Point",36,"USA","Florida","Lee","Matlacha","6"
"36Mcgregor",672,"Point",36,"USA","Florida","Lee","Mcgregor","0"
"36Miromar Lakes",1535,"Point",36,"USA","Florida","Lee","Miromar Lakes","3"
"36Morse Shores",656,"Point",36,"USA","Florida","Lee","Morse Shores","0"
"36North Fort Myers",191,"Point",36,"USA","Florida","Lee","North Fort Myers","422"
"36Page Park",669,"Point",36,"USA","Florida","Lee","Page Park","0"
"36Pine Manor",671,"Point",36,"USA","Florida","Lee","Pine Manor","0"
"36Pineland",667,"Point",36,"USA","Florida","Lee","Pineland","0"
"36Punta Rassa",682,"Point",36,"USA","Florida","Lee","Punta Rassa","0"
"36Saint James City",213,"Point",36,"USA","Florida","Lee","Saint James City","18"
"36San Carlos Park",210,"Point",36,"USA","Florida","Lee","San Carlos Park","2"
"36Sanibel",217,"Point",36,"USA","Florida","Lee","Sanibel","33"
"36Suncoast Estates",657,"Point",36,"USA","Florida","Lee","Suncoast Estates","0"
"36Tice",187,"Point",36,"USA","Florida","Lee","Tice","10"
"36Villas",673,"Point",36,"USA","Florida","Lee","Villas","0"
"36Whiskey Creek",670,"Point",36,"USA","Florida","Lee","Whiskey Creek","0"
"37Bradfordville",868,"Point",37,"USA","Florida","Leon","Bradfordville","0"
"37Capitola",885,"Point",37,"USA","Florida","Leon","Capitola","0"
"37Centerville",1536,"Point",37,"USA","Florida","Leon","Centerville","3"
"37Chaires",894,"Point",37,"USA","Florida","Leon","Chaires","0"
"37Florida State University",1537,"Point",37,"USA","Florida","Leon","Florida State University","22"
"37Iamonia",1538,"Point",37,"USA","Florida","Leon","Iamonia","0"
"37Lake Jackson",1540,"Point",37,"USA","Florida","Leon","Lake Jackson","0"
"37Meridian",1539,"Point",37,"USA","Florida","Leon","Meridian","0"
"37Miccosukee",861,"Point",37,"USA","Florida","Leon","Miccosukee","1"
"37Norfleet",899,"Point",37,"USA","Florida","Leon","Norfleet","0"
"37Tallahassee",429,"Point",37,"USA","Florida","Leon","Tallahassee","2890"
"37Woodville",911,"Point",37,"USA","Florida","Leon","Woodville","2"
"38Archer",1541,"Point",38,"USA","Florida","Levy","Archer","2"
"38Bronson",12,"Point",38,"USA","Florida","Levy","Bronson","58"
"38Cedar Key",45,"Point",38,"USA","Florida","Levy","Cedar Key","4"
"38Chiefland",14,"Point",38,"USA","Florida","Levy","Chiefland","130"
"38Ellzey",730,"Point",38,"USA","Florida","Levy","Ellzey","0"
"38Fanning Springs",8,"Point",38,"USA","Florida","Levy","Fanning Springs","0"
"38Gulf Hammock",530,"Point",38,"USA","Florida","Levy","Gulf Hammock","3"
"38Inglis",525,"Point",38,"USA","Florida","Levy","Inglis","7"
"38Lebanon",1388,"Point",38,"USA","Florida","Levy","Lebanon","0"
"38Montbrook",499,"Point",38,"USA","Florida","Levy","Montbrook","0"
"38Morriston",26,"Point",38,"USA","Florida","Levy","Morriston","16"
"38Otter Creek",732,"Point",38,"USA","Florida","Levy","Otter Creek","0"
"38Raleigh",487,"Point",38,"USA","Florida","Levy","Raleigh","0"
"38Tidewater",1389,"Point",38,"USA","Florida","Levy","Tidewater","0"
"38Usher",498,"Point",38,"USA","Florida","Levy","Usher","0"
"38Williston",16,"Point",38,"USA","Florida","Levy","Williston","96"
"38Yankeetown",52,"Point",38,"USA","Florida","Levy","Yankeetown","2"
"39Bristol",439,"Point",39,"USA","Florida","Liberty","Bristol","269"
"39Hosford",441,"Point",39,"USA","Florida","Liberty","Hosford","19"
"39Orange",942,"Point",39,"USA","Florida","Liberty","Orange","0"
"39Sumatra",975,"Point",39,"USA","Florida","Liberty","Sumatra","0"
"39Telogia",923,"Point",39,"USA","Florida","Liberty","Telogia","1"
"39Vilas",938,"Point",39,"USA","Florida","Liberty","Vilas","0"
"39Wilma",957,"Point",39,"USA","Florida","Liberty","Wilma","0"
"3Bayou George",954,"Point",3,"USA","Florida","Bay","Bayou George","1"
"3Callaway",475,"Point",3,"USA","Florida","Bay","Callaway","10"
"3Cedar Grove",970,"Point",3,"USA","Florida","Bay","Cedar Grove","0"
"3Econfina",930,"Point",3,"USA","Florida","Bay","Econfina","0"
"3Fountain",442,"Point",3,"USA","Florida","Bay","Fountain","18"
"3Hiland Park",965,"Point",3,"USA","Florida","Bay","Hiland Park","0"
"3Lynn Haven",467,"Point",3,"USA","Florida","Bay","Lynn Haven","200"
"3Mexico Beach",489,"Point",3,"USA","Florida","Bay","Mexico Beach","2"
"3Panama City",1194,"Point",3,"USA","Florida","Bay","Panama City","1341"
"3Panama City Beach",982,"Point",3,"USA","Florida","Bay","Panama City Beach","270"
"3Parker",478,"Point",3,"USA","Florida","Bay","Parker","1"
"3Resota Beach",947,"Point",3,"USA","Florida","Bay","Resota Beach","0"
"3Southport",462,"Point",3,"USA","Florida","Bay","Southport","36"
"3Springfield",971,"Point",3,"USA","Florida","Bay","Springfield","0"
"3Tyndall Air Force Base",1195,"Point",3,"USA","Florida","Bay","Tyndall Air Force Base","7"
"3Watersound",1196,"Point",3,"USA","Florida","Bay","Watersound","1"
"3Youngstown",450,"Point",3,"USA","Florida","Bay","Youngstown","37"
"40Greenville",415,"Point",40,"USA","Florida","Madison","Greenville","32"
"40Hanson",856,"Point",40,"USA","Florida","Madison","Hanson","0"
"40Lee",413,"Point",40,"USA","Florida","Madison","Lee","24"
"40Lovett",852,"Point",40,"USA","Florida","Madison","Lovett","0"
"40Madison",410,"Point",40,"USA","Florida","Madison","Madison","274"
"40Pinetta",395,"Point",40,"USA","Florida","Madison","Pinetta","7"
"40Sirmans",896,"Point",40,"USA","Florida","Madison","Sirmans","0"
"41Anna Maria",330,"Point",41,"USA","Florida","Manatee","Anna Maria","3"
"41Bayshore Gardens",336,"Point",41,"USA","Florida","Manatee","Bayshore Gardens","1"
"41Braden River",1546,"Point",41,"USA","Florida","Manatee","Braden River","3"
"41Bradenton",329,"Point",41,"USA","Florida","Manatee","Bradenton","4445"
"41Bradenton Beach",333,"Point",41,"USA","Florida","Manatee","Bradenton Beach","16"
"41Cortez",795,"Point",41,"USA","Florida","Manatee","Cortez","1"
"41Duette",773,"Point",41,"USA","Florida","Manatee","Duette","3"
"41Eastgate",1543,"Point",41,"USA","Florida","Manatee","Eastgate","0"
"41Ellenton",324,"Point",41,"USA","Florida","Manatee","Ellenton","172"
"41Foxleigh",1556,"Point",41,"USA","Florida","Manatee","Foxleigh","0"
"41Holmes Beach",331,"Point",41,"USA","Florida","Manatee","Holmes Beach","11"
"41Lakewood Ranch",1545,"Point",41,"USA","Florida","Manatee","Lakewood Ranch","35"
"41Longboat Key",1547,"Point",41,"USA","Florida","Manatee","Longboat Key","14"
"41Lorraine",1542,"Point",41,"USA","Florida","Manatee","Lorraine","0"
"41Memphis",785,"Point",41,"USA","Florida","Manatee","Memphis","0"
"41Myakka City",337,"Point",41,"USA","Florida","Manatee","Myakka City","111"
"41Oneco",1544,"Point",41,"USA","Florida","Manatee","Oneco","3"
"41Palma Sola",1554,"Point",41,"USA","Florida","Manatee","Palma Sola","6"
"41Palmetto",325,"Point",41,"USA","Florida","Manatee","Palmetto","981"
"41Parmalee",798,"Point",41,"USA","Florida","Manatee","Parmalee","0"
"41Parrish",319,"Point",41,"USA","Florida","Manatee","Parrish","283"
"41Piney Point",780,"Point",41,"USA","Florida","Manatee","Piney Point","0"
"41Rubonia",322,"Point",41,"USA","Florida","Manatee","Rubonia","2"
"41Samoset",791,"Point",41,"USA","Florida","Manatee","Samoset","1"
"41Sarasota",1549,"Point",41,"USA","Florida","Manatee","Sarasota","330"
"41South Bradenton",793,"Point",41,"USA","Florida","Manatee","South Bradenton","0"
"41Tallevast",338,"Point",41,"USA","Florida","Manatee","Tallevast","4"
"41Terra Ceia",1550,"Point",41,"USA","Florida","Manatee","Terra Ceia","8"
"41University of South Florida",1553,"Point",41,"USA","Florida","Manatee","University of South Florida","0"
"41University Park",1551,"Point",41,"USA","Florida","Manatee","University Park","2"
"41Verna",796,"Point",41,"USA","Florida","Manatee","Verna","0"
"41West Bradenton",332,"Point",41,"USA","Florida","Manatee","West Bradenton","1"
"41West Samoset",794,"Point",41,"USA","Florida","Manatee","West Samoset","0"
"41Whitfield",800,"Point",41,"USA","Florida","Manatee","Whitfield","0"
"42Altoona",1575,"Point",42,"USA","Florida","Marion","Altoona","0"
"42Anthony",19,"Point",42,"USA","Florida","Marion","Anthony","15"
"42Bay Lake",1560,"Point",42,"USA","Florida","Marion","Bay Lake","0"
"42Belleview",34,"Point",42,"USA","Florida","Marion","Belleview","132"
"42Candler",516,"Point",42,"USA","Florida","Marion","Candler","3"
"42Citra",7,"Point",42,"USA","Florida","Marion","Citra","36"
"42Dallas",523,"Point",42,"USA","Florida","Marion","Dallas","0"
"42Dunnellon",44,"Point",42,"USA","Florida","Marion","Dunnellon","98"
"42Early Bird",1565,"Point",42,"USA","Florida","Marion","Early Bird","0"
"42Eastlake Weir",519,"Point",42,"USA","Florida","Marion","Eastlake Weir","0"
"42Electra",1573,"Point",42,"USA","Florida","Marion","Electra","0"
"42Eureka",485,"Point",42,"USA","Florida","Marion","Eureka","0"
"42Fellowship",1566,"Point",42,"USA","Florida","Marion","Fellowship","0"
"42Flemington",1578,"Point",42,"USA","Florida","Marion","Flemington","0"
"42Fort Mccoy",1557,"Point",42,"USA","Florida","Marion","Fort Mccoy","6"
"42Hog Valley",1569,"Point",42,"USA","Florida","Marion","Hog Valley","0"
"42Hoyt",1564,"Point",42,"USA","Florida","Marion","Hoyt","0"
"42Irvine",1568,"Point",42,"USA","Florida","Marion","Irvine","0"
"42Kendrick",503,"Point",42,"USA","Florida","Marion","Kendrick","0"
"42Kerr City",1559,"Point",42,"USA","Florida","Marion","Kerr City","0"
"42Leroy",1563,"Point",42,"USA","Florida","Marion","Leroy","0"
"42Lowell",18,"Point",42,"USA","Florida","Marion","Lowell","1"
"42Lynne",506,"Point",42,"USA","Florida","Marion","Lynne","0"
"42Marion Oaks",1387,"Point",42,"USA","Florida","Marion","Marion Oaks","0"
"42Martin",1567,"Point",42,"USA","Florida","Marion","Martin","0"
"42Mcintosh",483,"Point",42,"USA","Florida","Marion","Mcintosh","0"
"42Moss Bluff",1572,"Point",42,"USA","Florida","Marion","Moss Bluff","0"
"42Motague",1574,"Point",42,"USA","Florida","Marion","Motague","0"
"42Ocala",27,"Point",42,"USA","Florida","Marion","Ocala","1742"
"42Ocklawaha",1577,"Point",42,"USA","Florida","Marion","Ocklawaha","26"
"42Orange Lake",486,"Point",42,"USA","Florida","Marion","Orange Lake","3"
"42Orange Springs",1570,"Point",42,"USA","Florida","Marion","Orange Springs","0"
"42Point Pleasent",1558,"Point",42,"USA","Florida","Marion","Point Pleasent","0"
"42Rainbow Falls",1561,"Point",42,"USA","Florida","Marion","Rainbow Falls","0"
"42Reddick",13,"Point",42,"USA","Florida","Marion","Reddick","26"
"42Rocksprings",1562,"Point",42,"USA","Florida","Marion","Rocksprings","0"
"42Romeo",510,"Point",42,"USA","Florida","Marion","Romeo","0"
"42Salt Springs",488,"Point",42,"USA","Florida","Marion","Salt Springs","0"
